null,ChIJGTBH-oNnUjoRtTG0Ri2WTjw,"Shri Mahaperiyava Anugraha Veda parampara Patasala (Trust)","","No.56, Solaiappan Street, Alamelu Manga Puram, Sankarapuram, Mylapore, Chennai, Tamil Nadu 600004, Indien","Alamelu Manga Puram, Sankarapuram, Mylapore",13.03067560000000,80.27200739999999,SearchResult.TYPE_SCHOOL,+918248025900
null,ChIJmZJDeqtfUjoRLKmCvSr72sw,"KALAVAI GURUPARAMPARA VEDA VIDYA TRUST (Sankara Madam Samajam)","","13/7, Shankarlal Jain Street, Nehru Nagar, Chromepet,, India, Chennai, Tamil Nadu 600044, Indien","State Bank Staff Colony, Chromepet",12.94617940000000,80.14089899999999,SearchResult.TYPE_SCHOOL,+914422233970
null,ChIJk22Q5I5dUjoRx8dX-HVH5l4,"Sri Bharathi Veda Vidya Gurukulam - Chennai","","2,  36, 3rd St, Shanthi Nagar, Adambakkam, Chennai, Tamil Nadu 600088, Indien","Shanthi Nagar, Adambakkam",12.98679750000000,80.19870689999999,SearchResult.TYPE_SCHOOL,+919445113583
null,ChIJSxmc09L1qjsR8ZF0MBg2QVY,"AMK Rig Veda Padasalai","","Sannathi St, Srirangam, Thiruvanaikoil, Tiruchirappalli, Tamil Nadu 620005, Indien","Srirangam, Thiruvanaikoil",10.85286280000000,78.70205310000000,SearchResult.TYPE_TEMPLE,+914312230586
null,ChIJ30nGM6MVrjsR0MR-LFhX_Ls,"Vasavi Veda Nidhi","","335-337, 22nd Cross Rd, Jaya Nagar 1st Block, Jayanagar 3rd Block East, Jayanagar, Bengaluru, Karnataka 560011, Indien","Jaya Nagar 1st Block, Jayanagar 3rd Block East, Jayanagar",12.93242480000000,77.58863190000000,SearchResult.TYPE_HINDU_TEMPLE,+918022440077
null,ChIJ4auMDOZYqDsRei5Egu8NU1k,"Veda Sasthra Vidhya Trust","","No: 239, Alagesan Road, Coimbatore, Tamil Nadu 641011, Indien","Ramalingam Colony",11.02286300000000,76.94657300000000,SearchResult.TYPE_TEMPLE,+919894619671
null,ChIJEQLOGPhtqDsRT5myUnH-n6g,"Nurani Veda Dharma Patasala","","Single St, Thondikulam, Nurani, Palakkad, Kerala 678004, Indien","Thondikulam, Nurani",10.76812460000000,76.64258360000000,null,
null,ChIJy7k18uRmUjoRQcQHnZ4KiAA,"Srisadgurusabha Veda Patasalai","","64/, 31, Subramaniam St, Perambur, Vivekanandapuram, West Mambalam, Chennai, Tamil Nadu 600033, Indien","Perambur, Vivekanandapuram, West Mambalam",13.04200850000000,80.21872710000000,SearchResult.TYPE_SCHOOL,+914423710602
null,ChIJA8p44ooZrjsRfjoRBkSAM-4,"Sri Shankara Veda Patha Shale","","# 15, Kshetrapala Prakruthi Layout, Kodigehalli, Virupakshapura, Bengaluru, Karnataka 560097, Indien","Ganesh Nagar Layout, Maruthi Layout, Virupakshapura",13.06249730000000,77.57057200000000,null,+919480156689
null,ChIJm9vlHTLgVDoRdCeij0osu9E,"Srimathi Jayanthi Janakiraman Ninaivu Dravida Veda Agama Padasala (Nangur Patasala)","","4/8, North Agraharam, Thirunangur, Sirkazhi Taluk,, Nagapattinam district, Nangur, Tamil Nadu 609106, Indien","null",11.17981900000000,79.77934119999999,SearchResult.TYPE_SCHOOL,+914364275697
null,ChIJ28dFvurJqjsREQyqqGD7RtE,"Sri Veda Vidya Gurukulum","","Kalancheri, Tamil Nadu 613504, Indien","null",10.81418010000000,79.26774950000000,SearchResult.TYPE_SCHOOL,+919626636650
null,ChIJPaoe01ReUjoRdaOojbYKqYE,"Vedha Patashaala","","Nehru Nagar, Chromepet, Chennai, Tamil Nadu 600044, Indien","Nehru Nagar, Chromepet",12.94403610000000,80.14296700000000,SearchResult.TYPE_SCHOOL,
null,ChIJVeqOJ3VuqDsRuaQNWx620KI,"VEDA RAKSHANA SAMITHI","","Ramanathapuram, Palakkad, Kerala 678014, Indien","Ramanathapuram",10.78250370000000,76.66521380000000,SearchResult.TYPE_SCHOOL,+914912547196
null,ChIJR6bVM_IVrjsRjj6udNlzJqs,"Karanikara Pathashala (MKVD)","","68, Vanivilas Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004, Indien","Gandhi Bazaar, Basavanagudi",12.94791800000000,77.57066010000000,SearchResult.TYPE_HINDU_TEMPLE,+918026607660
null,ChIJ1_fgHZA2VToRM-LXLuzYnzY,"Swami Dayananda Veda Patasala","","Kudavasal, Tamil Nadu 612601, Indien","null",10.85636740000000,79.48267960000000,SearchResult.TYPE_SCHOOL,+914366262345
null,ChIJsWk3ktNnUjoRY8ZaR_yIeZ8,"The Mylapore Vedha Adhyayana Sabha","","# 22, Pitchu Pillai Ln, Vinayaka Nagar Colony, Mylapore, Chennai, Tamil Nadu 600004, Indien","Vinayaka Nagar Colony, Mylapore",13.03257690000000,80.27032790000000,null,+919444466484
null,ChIJvfDqt2nqqjsRgSl8RwyxnQM,"Sri Narayanateertha Veda Patasala","","Varagur, Tamil Nadu 613101, Indien","null",10.84262970000000,78.99818110000000,SearchResult.TYPE_SCHOOL,
