id,place_id,name,plus_compound_code,global_code,vicinity,deity,deity_local,lat,lon,country,state
40728,ChIJb-fm36_BoTkRYNhsSSnH_CU,shiva mandir,7MW2JCXC+RH,"Belauri 10400, Nepal","Belauri 10400, Nepal",,,80.4214504,28.6495406,Nepal,Nepal
40765,ChIJV47NHajpoTkRfwEqb2UAX7E,श्रीनिवास दिव्य धाम,7MW2JF5M+F4,"Punarbas 10400, Nepal","Punarbas 10400, Nepal",,,80.4828014,28.6087328,Nepal,Nepal
40767,ChIJpfbs_9TpoTkRDp9QrzV4OEU,Shiva Temple,7MW2JF3V+5J,"Unnamed Road, Punarbas 10400, Nepal","Unnamed Road, Punarbas 10400, Nepal",,,80.49400829999999,28.6029757,Nepal,Nepal
40458,ChIJO8HoC6wYojkRaxKvf1lHeT8,Kalika Mata Temple,7MW2PWM3+76,"10900, Nepal","10900, Nepal",,,80.903095,28.7331397,Nepal,Nepal
40408,ChIJowvKESaboTkRSPEQcZQ_rnw,Shiv Temple,7MW2XJ4C+77,"10900, Nepal","10900, Nepal",,,80.6207228,28.955692,Nepal,Nepal
40417,ChIJm6D8m41ToDkRGHCBcs6YoSY,Shree Mahakali Mata Mandir,7MW2W3FX+34,"Chandani 10400, Nepal","Chandani 10400, Nepal",,,80.0978513,28.92265190000001,Nepal,Nepal
40422,ChIJQ6YhFnNToDkRxT_vpyBGCGk,Prachanda chandika Temple,7MW2V3XC+7H,"Mahakali municipality 3, Devisthan, Nepal","Mahakali municipality 3, Devisthan, Nepal",,,80.0714398,28.89822479999999,Nepal,Nepal
40425,ChIJJUbN21hToDkREPt237WxyaY,पीपल चौतारा PIPAL CHUTARA,7MW2V3RJ+RR,"Dodhara Chandani 10400, Nepal","Dodhara Chandani 10400, Nepal",,,80.08209699999999,28.8920996,Nepal,Nepal
40430,ChIJdzxlDOJToDkRME4EjURqG7I,Bhairab than,7MW2V3HH+CJ,"Dodhara Chandani 10400, Nepal","Dodhara Chandani 10400, Nepal",,,80.0790966,28.8785778,Nepal,Nepal
40435,ChIJU7tWUw6toTkREJpjjqvHWyE,संसारी टोल दोधरा शिव गौरी मन्दिर,7MW2V39X+HG,"Dodhara-Chandani 10400, Nepal","Dodhara-Chandani 10400, Nepal",,,80.0988088,28.86898189999999,Nepal,Nepal
40446,ChIJm-axIRuzoTkRBWXrVOgMtok,Shiv temple भोले बाबा मन्दिर महाकाली नगरपालीका -९ ढकनाघाट,7MW2V432+4J,"Dodhara-Chandani 10400, Nepal","Dodhara-Chandani 10400, Nepal",,,80.1015484,28.8528479,Nepal,Nepal
40448,ChIJ8X3L_ERNoDkRcB7cO_KD6tg,Kalika Temple Dodhara Ambhoj,7MW2V32M+WH,"Dodhara Chandani 10400, Nepal","Dodhara Chandani 10400, Nepal",,,80.0839812,28.85230570000001,Nepal,Nepal
40454,ChIJ1Z3wJBNNoDkRz4q-0l5weFk,Durga Mandir,7MW2R3R9+86,"Dodhara-Chandani 10400, Nepal","Dodhara-Chandani 10400, Nepal",,,80.068023,28.8408335,Nepal,Nepal
36762,ChIJx9YLX_qPoTkRb1Vr3cLJIuo,Goladev temple,7MW2VM57+92,"10900, Nepal","10900, Nepal",,,80.6625874,28.8584428,Nepal,Nepal
40412,ChIJ0xZ8zrWPoTkREchYSSNgFzQ,मष्ट धाम,7MW2RJXR+29,"Band Gadaa, Band Gadaa Godawari 4, Nepal","Band Gadaa, Band Gadaa Godawari 4, Nepal",,,80.6408853,28.8475055,Nepal,Nepal
40414,ChIJCRcdJE-PoTkR_tHafqj42kk,मष्ट धाम,7MW2RJWR+37,"Band Gadaa, Godawari 4, 10900, Nepal","Band Gadaa, Godawari 4, 10900, Nepal",,,80.6406801,28.8451521,Nepal,Nepal
40413,ChIJg2IqA5yPoTkR0O6A4O_s7Ac,मष्ट धाम,7MW2RJVQ+FQ,"Godawari 4, Attariya 10900, Nepal","Godawari 4, Attariya 10900, Nepal",,,80.6393879,28.8436711,Nepal,Nepal
40416,ChIJWUztDA-xoTkR5gQdNb3t0tg,Shing Baba Temple,7MW2R6C9+JQ,"10400, Nepal","10400, Nepal",,,80.2194559,28.82162090000001,Nepal,Nepal
40424,ChIJL3NFERy3oTkRvMXyxweQxnU,Baijanath Temple,7MW2Q6JQ+98,"10400, Nepal","10400, Nepal",,,80.2383725,28.7808756,Nepal,Nepal
40421,ChIJxewUvwOMoTkRTg_OUyH5kLI,Kool Devta,7MW2RP77+VQ,"E - W Hwy, 10900, Nepal","E - W Hwy, 10900, Nepal",,,80.7144177,28.8146831,Nepal,Nepal
40428,ChIJ6-xMt3GMoTkRT2mQH5JN-c8,Shiv Temple,7MW2QPP6+XW,"E - W Hwy, 10900, Nepal","E - W Hwy, 10900, Nepal",,,80.7123641,28.7874141,Nepal,Nepal
40429,ChIJoy-nsXeMoTkRPzXB7dEQ7Tg,Saraswoti Temple,7MW2QPP9+RR,"E - W Hwy, 10900, Nepal","E - W Hwy, 10900, Nepal",,,80.7195708,28.7870013,Nepal,Nepal
40433,ChIJD-U59JyLoTkRitSUOVSZ6JA,Mohanyal Mandir,7MW2QPHP+62,"E - W Hwy, 10900, Nepal","E - W Hwy, 10900, Nepal",,,80.7350814,28.77802249999999,Nepal,Nepal
40434,ChIJ1ZrKotuLoTkRA3TVS-M-mzk,साहेरा टोल,7MW2QPHX+9H,"Maghi Rd, 10900, Nepal","Maghi Rd, 10900, Nepal",,,80.748987,28.7783972,Nepal,Nepal
40438,ChIJCzDhoXeLoTkRWdNSoYBpCFU,Saraswoti Temple,7MW2QPCM+GH,"Dhabai 10900, Nepal","Dhabai 10900, Nepal",,,80.73390979999999,28.7713362,Nepal,Nepal
40445,ChIJRf1JRk2LoTkRYmXHYSI8dOw,Bagdola temple,7MW2QQ6F+9R,"10900, Nepal","10900, Nepal",,,80.7745733,28.7609554,Nepal,Nepal
40452,ChIJ-_l2t8aLoTkR4P2FLCKU7U4,kalika temple,7MW2QQ28+83,"10900, Nepal","10900, Nepal",,,80.76523279999999,28.7507578,Nepal,Nepal
40456,ChIJubvXsK2LoTkRs-FfyVROsRs,shree Radha krishna temple,7MW2PQVH+F2,"10900, Nepal","10900, Nepal",,,80.7775532,28.7436797,Nepal,Nepal
40461,ChIJi5nzJMu5oTkRf1oZFeruFvI,कमरी गाउँ भुइया मन्दिर,7MW2Q73R+FJ,"Beldandi 10400, Nepal","Beldandi 10400, Nepal",,,80.29150640000002,28.753719,Nepal,Nepal
40466,ChIJ1cMhpPa5oTkRepJL77d-AcU,kali temple,7MW2P8H3+MW,"shiv nagar, Belauri 10400, Nepal","shiv nagar, Belauri 10400, Nepal",,,80.30487389999999,28.7292134,Nepal,Nepal
40468,ChIJwwe5_4u3oTkRRgRD7GstlSM,Kalika temple,7MW2P7FC+GG,"Belauri 10400, Nepal","Belauri 10400, Nepal",,,80.2712501,28.7238168,Nepal,Nepal
40475,ChIJzQLG56K5oTkRHDBrwFMA_mE,Bhagwati temple,7MW2P877+F9,"Pachue, Belauri 10400, Nepal","Pachue, Belauri 10400, Nepal",,,80.31338819999999,28.7136909,Nepal,Nepal
40476,ChIJc4nmxbK5oTkRRtCczvzo1kU,Bhagwati temple,7MW2P838+XQ,"Unnamed Road, Belauri 10400, Nepal","Unnamed Road, Belauri 10400, Nepal",,,80.31687889999999,28.7049853,Nepal,Nepal
