ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJE_8WVyz50S0R9KHvYK--Ux8,"Kemulan lingsir Kumpi Ranten","6P3QQF7V+JR","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23598190000000,115.49457369999999
ChIJr8imVZr50S0RJZjde-HhvTw,"PR DADIYA KUMPI MEDANG","6P3QQF8V+4F","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23473830000000,115.49366109999998
ChIJ50Y3UvD50S0RtO7LH2mpYsw,"Dadia Pande Dp Ban","6P3QQF7Q+F4","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23637400000000,115.48786070000001
ChIJj-ObbWf50S0RJFjqTRJ_2Kw,"Pura Ibu","6P3QQF7Q+G3","Panek,Br Ba","Panek,Br Ba, Jalan Raya Terunyan, Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23618130000000,115.48764329999997
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJE_8WVyz50S0R9KHvYK--Ux8,"Kemulan lingsir Kumpi Ranten","6P3QQF7V+JR","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23598190000000,115.49457369999999
